2024-07-05 10:03:23 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:03:23 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@15520630
2024-07-05 10:03:25 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:03:26 INFO  NewsController:184 - 게시글 수정 요청: boardNo=29, loginMemberNo=10
2024-07-05 10:03:26 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@3c4f6f6, loginMemberNo=10
2024-07-05 10:03:26 INFO  NewsController:190 - 게시글 수정 성공: boardNo=29
2024-07-05 10:03:26 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-05 10:03:26 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:03:26 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@12fe225b
2024-07-05 10:03:32 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:03:32 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:03:32 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@32a8c1db
2024-07-05 10:03:33 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:03:34 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-05 10:03:34 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@c467914, loginMemberNo=10
2024-07-05 10:03:34 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-05 10:03:34 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:03:34 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:03:34 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@44835da9
2024-07-05 10:03:38 INFO  NewsController:71 - 상세 조회 요청: boardNo=23, memberNo=10
2024-07-05 10:03:38 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=23
2024-07-05 10:03:38 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@606e16a7
2024-07-05 10:04:36 DEBUG FreeController:48 - cpage=1, free=kr.co.green.board.model.dto.FreeDto@2d063d3, msg=
2024-07-05 10:04:36 INFO  FreeController:56 - /free/List 호출 완료 : cpage=1, memberNo=10
2024-07-05 10:04:36 DEBUG FreeController:72 - 호출된 게시글 : list size=5
2024-07-05 10:05:37 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-05 10:05:37 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:05:37 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@664d63b6
2024-07-05 10:05:39 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:05:40 INFO  NewsController:184 - 게시글 수정 요청: boardNo=29, loginMemberNo=10
2024-07-05 10:05:40 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@162171d8, loginMemberNo=10
